record_id,split,source,asset,venue,context,opportunity,observation_key,action,action_side,reward_bps,cost_adjusted_reward_bps,reward_used_bps,reward_status,cost_known,terminal,elapsed_minutes,next_step
repeat-paper-07-eth-policy-expansion,repeat,repeat,ETH,,microstructure_flow,eth_eth_microstructure_flow_probe_from_bera_microstructure_flow_paper_long,ETH/microstructure_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-16-eth-policy-expansion,repeat,repeat,ETH,,volume_price_dislocation,eth_eth_volume_price_dislocation_from_volume_price_dislocation_paper_long,ETH/volume_price_dislocation/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-26-eth-policy-expansion,repeat,repeat,ETH,,microstructure_flow,eth_eth_microstructure_flow_probe_from_microstructure_flow_paper_long,ETH/microstructure_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-29-eth-policy-expansion,repeat,repeat,ETH,,microstructure_flow,eth_eth_microstructure_flow_probe_from_chip_microstructure_flow_paper_long,ETH/microstructure_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-05-eth-policy-expansion,repeat,repeat,ETH,,volume_price_dislocation,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,ETH/volume_price_dislocation/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-16-eth-volume-dislocation,repeat,second_repeat,ETH,,volume_price_dislocation,eth_volume_price_dislocation,ETH/volume_price_dislocation/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-18-eth-policy-expansion,repeat,second_repeat,ETH,,microstructure_flow,eth_eth_microstructure_flow_probe_from_near_microstructure_flow_paper_long,ETH/microstructure_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-32-eth-policy-expansion,repeat,second_repeat,ETH,,volume_price_dislocation,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,ETH/volume_price_dislocation/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-18-eth-event-crypto-hedge,repeat,second_repeat,ETH,,event_crypto_hedge,eth_1971905_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-33-eth-wallet-entity-flow,repeat,second_repeat,ETH,,wallet_entity_flow,public_hypertracker_example_eth_wallet_flow_actionability,ETH/wallet_entity_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-07-eth-event-crypto-hedge,repeat,second_repeat,ETH,,event_crypto_hedge,eth_1971905_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-22-eth-wallet-entity-flow,repeat,second_repeat,ETH,,wallet_entity_flow,public_hypertracker_example_eth_wallet_flow_actionability,ETH/wallet_entity_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-09-fartcoin-volume-dislocation,repeat,second_repeat,FARTCOIN,,volume_price_dislocation,fartcoin_volume_price_dislocation,FARTCOIN/volume_price_dislocation/any_venue,paper_long,long,-64.49451378,,-64.49451378,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-paper-20-mon-microstructure-flow,repeat,repeat,MON,,microstructure_flow,mon_microstructure_flow_paper_probe,MON/microstructure_flow/any_venue,paper_long,long,-79.63022287,,-79.63022287,mark_loss,no,yes,606.40,keep or reject based on repeated labels and failure regime
repeat-paper-10-btc-event-crypto-hedge,repeat,repeat,BTC,,event_crypto_hedge,btc_1971905_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-84.95486773,,-84.95486773,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-17-btc-event-crypto-hedge,repeat,second_repeat,BTC,,event_crypto_hedge,btc_1971905_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-84.95486773,,-84.95486773,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-06-btc-event-crypto-hedge,repeat,second_repeat,BTC,,event_crypto_hedge,btc_1971905_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-84.95486773,,-84.95486773,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-paper-05-mega-microstructure-flow,repeat,repeat,MEGA,,microstructure_flow,mega_microstructure_flow_paper_probe,MEGA/microstructure_flow/any_venue,paper_long,long,-89.72379147,,-89.72379147,mark_loss,no,yes,663.97,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-23-sei-microstructure-flow,repeat,second_repeat,SEI,,microstructure_flow,sei_microstructure_flow_paper_probe,SEI/microstructure_flow/any_venue,paper_long,long,-98.18340820,,-98.18340820,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-36-aave-event-pressure,repeat,second_repeat,AAVE,,event_pressure,aave_event_pressure_cluster,AAVE/event_pressure/any_venue,paper_long,long,-118.07867801,,-118.07867801,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-03-sui-repeat-execution,repeat,second_repeat,SUI,,repeat_execution,sui_okx_on_chain_flow_repeat_execution_gate,SUI/repeat_execution/any_venue,paper_long,long,-120.90909091,,-120.90909091,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-05-mega-microstructure-flow,repeat,second_repeat,MEGA,,microstructure_flow,mega_microstructure_flow_paper_probe,MEGA/microstructure_flow/any_venue,paper_long,long,-173.09220600,,-173.09220600,mark_loss,no,yes,641.74,keep or reject based on repeated labels and failure regime
repeat-paper-05-hype-volume-dislocation,repeat,repeat,HYPE,,volume_price_dislocation,hype_volume_price_dislocation,HYPE/volume_price_dislocation/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-paper-17-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_probe_from_near_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-paper-29-hype-policy-expansion,repeat,repeat,HYPE,,volume_price_dislocation,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,HYPE/volume_price_dislocation/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-paper-01-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_paper_probe_from_near_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-volume-price-dislocation,repeat,symbol_lane_repeat,HYPE,,volume_price_dislocation,hype_volume_price_dislocation,HYPE/volume_price_dislocation/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-attention-price-context,repeat,symbol_lane_repeat,HYPE,,news_event,hype_attention_price_context,HYPE/news_event/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-microstructure-flow-paper-probe,repeat,symbol_lane_repeat,HYPE,,microstructure_flow,hype_microstructure_flow_paper_probe,HYPE/microstructure_flow/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-microstructure-flow-probe,repeat,symbol_lane_repeat,HYPE,,microstructure_flow,hype_microstructure_flow_probe,HYPE/microstructure_flow/any_venue,paper_long,long,-183.18415805,,-183.18415805,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-paper-05-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_probe_from_bera_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-09-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_paper_probe_from_chip_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-14-hype-policy-expansion,repeat,repeat,HYPE,,volume_price_dislocation,hype_hype_volume_price_dislocation_from_volume_price_dislocation_paper_long,HYPE/volume_price_dislocation/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-24-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_probe_from_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-27-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_probe_from_chip_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-30-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_paper_probe_from_mon_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-03-hype-policy-expansion,repeat,repeat,HYPE,,volume_price_dislocation,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,HYPE/volume_price_dislocation/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-06-hype-policy-expansion,repeat,repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_paper_probe_from_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-05-hype-volume-dislocation,repeat,second_repeat,HYPE,,volume_price_dislocation,hype_volume_price_dislocation,HYPE/volume_price_dislocation/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-17-hype-policy-expansion,repeat,second_repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_probe_from_near_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-29-hype-policy-expansion,repeat,second_repeat,HYPE,,volume_price_dislocation,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,HYPE/volume_price_dislocation/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-01-hype-policy-expansion,repeat,second_repeat,HYPE,,microstructure_flow,hype_hype_microstructure_flow_paper_probe_from_near_microstructure_flow_paper_long,HYPE/microstructure_flow/any_venue,paper_long,long,-206.04565083,,-206.04565083,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-lane-near-near-sum-top-long-short-ratio-intraday-derivatives-feature,repeat,symbol_lane_repeat,NEAR,,intraday_derivatives,near_sum_top_long_short_ratio_intraday_derivatives_feature,NEAR/intraday_derivatives/any_venue,paper_short,short,-239.88425818,,-239.88425818,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-near-near-count-long-short-ratio-intraday-derivatives-feature,repeat,symbol_lane_repeat,NEAR,,intraday_derivatives,near_count_long_short_ratio_intraday_derivatives_feature,NEAR/intraday_derivatives/any_venue,paper_short,short,-239.88425818,,-239.88425818,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-near-near-count-top-long-short-ratio-intraday-derivatives-feature,repeat,symbol_lane_repeat,NEAR,,intraday_derivatives,near_count_top_long_short_ratio_intraday_derivatives_feature,NEAR/intraday_derivatives/any_venue,paper_short,short,-239.88425818,,-239.88425818,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-arb-arb-count-long-short-ratio-short-opposite-intraday-paper-label,repeat,symbol_lane_repeat,ARB,,intraday_derivatives,arb_count_long_short_ratio_short_opposite_intraday_paper_label,ARB/intraday_derivatives/any_venue,paper_short,short,-261.08374384,,-261.08374384,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-arb-arb-count-top-long-short-ratio-short-opposite-intraday-paper-label,repeat,symbol_lane_repeat,ARB,,intraday_derivatives,arb_count_top_long_short_ratio_short_opposite_intraday_paper_label,ARB/intraday_derivatives/any_venue,paper_short,short,-261.08374384,,-261.08374384,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-arb-arb-count-long-short-ratio-repeat-intraday-derivatives-feature,repeat,symbol_lane_repeat,ARB,,intraday_derivatives,arb_count_long_short_ratio_repeat_intraday_derivatives_feature,ARB/intraday_derivatives/any_venue,paper_short,short,-261.08374384,,-261.08374384,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-arb-arb-count-top-long-short-ratio-repeat-intraday-derivatives-feature,repeat,symbol_lane_repeat,ARB,,intraday_derivatives,arb_count_top_long_short_ratio_repeat_intraday_derivatives_feature,ARB/intraday_derivatives/any_venue,paper_short,short,-261.08374384,,-261.08374384,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-arb-arb-sum-top-long-short-ratio-repeat-intraday-derivatives-feature,repeat,symbol_lane_repeat,ARB,,intraday_derivatives,arb_sum_top_long_short_ratio_repeat_intraday_derivatives_feature,ARB/intraday_derivatives/any_venue,paper_short,short,-261.08374384,,-261.08374384,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-arb-arb-count-long-short-ratio-long-preferred-short-opposite-intraday-paper-label,repeat,symbol_lane_repeat,ARB,,intraday_derivatives,arb_count_long_short_ratio_long_preferred_short_opposite_intraday_paper_label,ARB/intraday_derivatives/any_venue,paper_short,short,-261.08374384,,-261.08374384,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-sol-sol-usdt-coinup.io-(futures)-positioning,repeat,symbol_lane_repeat,SOL,,unclassified,sol-usdt_coinup.io_(futures)_positioning,SOL/unclassified/any_venue,paper_short,short,-313.20697035,,-313.20697035,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-20-mon-microstructure-flow,repeat,second_repeat,MON,,microstructure_flow,mon_microstructure_flow_paper_probe,MON/microstructure_flow/any_venue,paper_long,long,-314.55252223,,-314.55252223,mark_loss,no,yes,304.62,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-protocol-fee-actionability,repeat,symbol_lane_repeat,HYPE,,protocol_fee,hype_protocol_fee_actionability,HYPE/protocol_fee/any_venue,paper_short,short,-329.54878168,,-329.54878168,mark_loss,no,yes,452.98,keep or reject based on repeated labels and failure regime
repeat-paper-50-hype-token-unlock,repeat,repeat,HYPE,,token_unlock,hype_unlock_actionability,HYPE/token_unlock/any_venue,paper_short,short,-338.46153846,,-338.46153846,mark_loss,no,yes,598.82,keep or reject based on repeated labels and failure regime
repeat-lane-near-near-mean-sum-top-long-short-ratio-binance-derivatives-symbol-feature,repeat,symbol_lane_repeat,NEAR,,intraday_derivatives,near_mean_sum_top_long_short_ratio_binance_derivatives_symbol_feature,NEAR/intraday_derivatives/any_venue,paper_short,short,-353.43525859,,-353.43525859,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-protocol-fee-growth,repeat,symbol_lane_repeat,HYPE,,protocol_fee,hype_protocol_fee_growth,HYPE/protocol_fee/any_venue,paper_short,short,-368.33855799,,-368.33855799,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
repeat-lane-hype-hype-unlock-actionability,repeat,symbol_lane_repeat,HYPE,,token_unlock,hype_unlock_actionability,HYPE/token_unlock/any_venue,paper_short,short,-368.33855799,,-368.33855799,mark_loss,no,yes,662.18,keep or reject based on repeated labels and failure regime
lane-zec-public-hypertracker-example-zec-wallet-flow-actionability,initial,symbol_lane,ZEC,,wallet_entity_flow,public_hypertracker_example_zec_wallet_flow_actionability,ZEC/wallet_entity_flow/any_venue,paper_long,long,712.89862193,703.21611354,703.21611354,cost_adjusted_win,yes,yes,452.99,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-attention-price-context,initial,symbol_lane,ZEC,,news_event,zec_attention_price_context,ZEC/news_event/any_venue,paper_long,long,712.89862193,703.21611354,703.21611354,cost_adjusted_win,yes,yes,551.99,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-institutional-flow-news-event,initial,symbol_lane,ZEC,,news_event,zec_institutional_flow_news_event,ZEC/news_event/any_venue,paper_long,long,712.89862193,703.21611354,703.21611354,cost_adjusted_win,yes,yes,551.99,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-narrative-event-news-event,initial,symbol_lane,ZEC,,news_event,zec_narrative_event_news_event,ZEC/news_event/any_venue,paper_long,long,712.89862193,703.21611354,703.21611354,cost_adjusted_win,yes,yes,551.99,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-11-zec-policy-expansion,initial,paper,ZEC,,news_event,zec_zec_institutional_flow_news_event_from_news_event_paper_long,ZEC/news_event/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-12-zec-policy-expansion,initial,paper,ZEC,,news_event,zec_zec_narrative_event_news_event_from_news_event_paper_long,ZEC/news_event/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-13-zec-cross-modal-source,initial,paper,ZEC,,event_pressure,zec_event_pressure_cross_modal_source,ZEC/event_pressure/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,195.96,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-14-zec-policy-expansion,initial,paper,ZEC,,news_event,zec_zec_attention_price_context_from_news_event_paper_long,ZEC/news_event/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-17-zec-cross-modal-source,initial,paper,ZEC,HL,wallet_entity_flow,zec_wallet_flow_cross_modal_source,ZEC/wallet_entity_flow/HL,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,195.96,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-29-zec-wallet-entity-flow,initial,paper,ZEC,HL,wallet_entity_flow,public_hypertracker_example_zec_wallet_flow_actionability,ZEC/wallet_entity_flow/HL,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-52-zec-attention-event,initial,paper,ZEC,,news_event,zec_attention_price_context,ZEC/news_event/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-33-zec-sector-rotation,initial,paper,ZEC,,sector_rotation,zec_privacy_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-34-zec-sector-rotation,initial,paper,ZEC,,sector_rotation,zec_quantum_resistant_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-35-zec-sector-rotation,initial,paper,ZEC,,sector_rotation,zec_zero_knowledge_zk_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-36-zec-sector-rotation,initial,paper,ZEC,,sector_rotation,zec_privacy_coins_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-37-zec-event-pressure,initial,paper,ZEC,,event_pressure,zec_event_pressure_cluster,ZEC/event_pressure/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-76-zec-cross-modal-context,initial,paper,ZEC,,unclassified,zec_cross_modal_context,ZEC/unclassified/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-privacy-sector-rotation-context,initial,symbol_lane,ZEC,,sector_rotation,zec_privacy_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-quantum-resistant-sector-rotation-context,initial,symbol_lane,ZEC,,sector_rotation,zec_quantum_resistant_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-zero-knowledge-zk-sector-rotation-context,initial,symbol_lane,ZEC,,sector_rotation,zec_zero_knowledge_zk_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-zec-zec-privacy-coins-sector-rotation-context,initial,symbol_lane,ZEC,,sector_rotation,zec_privacy_coins_sector_rotation_context,ZEC/sector_rotation/any_venue,paper_long,long,342.89586628,333.21335789,333.21335789,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-hype-hype-volume-price-dislocation,initial,symbol_lane,HYPE,,volume_price_dislocation,hype_volume_price_dislocation,HYPE/volume_price_dislocation/any_venue,paper_long,long,308.25420015,299.97171860,299.97171860,cost_adjusted_win,yes,yes,698.03,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-hype-hype-attention-price-context,initial,symbol_lane,HYPE,,news_event,hype_attention_price_context,HYPE/news_event/any_venue,paper_long,long,308.25420015,299.97171860,299.97171860,cost_adjusted_win,yes,yes,698.03,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-hype-hype-microstructure-flow-paper-probe,initial,symbol_lane,HYPE,,microstructure_flow,hype_microstructure_flow_paper_probe,HYPE/microstructure_flow/any_venue,paper_long,long,308.25420015,299.97171860,299.97171860,cost_adjusted_win,yes,yes,698.03,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-hype-hype-microstructure-flow-probe,initial,symbol_lane,HYPE,,microstructure_flow,hype_microstructure_flow_probe,HYPE/microstructure_flow/any_venue,paper_long,long,308.25420015,299.97171860,299.97171860,cost_adjusted_win,yes,yes,698.03,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-01-chip-policy-expansion,initial,paper,CHIP,,repeat_execution,chip_chip_okx_exchange_catalyst_repeat_execution_gate_from_repeat_execution_paper_long,CHIP/repeat_execution/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-06-chip-policy-expansion,initial,paper,CHIP,,repeat_execution,chip_chip_okx_exchange_catalyst_repeat_execution_gate_from_sui_repeat_execution_paper_long,CHIP/repeat_execution/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-chip-chip-maker-or-low-fee-small-execution-edge,initial,symbol_lane,CHIP,,execution_edge,chip_maker_or_low_fee_small_execution_edge,CHIP/execution_edge/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-chip-chip-taker-small-execution-edge,initial,symbol_lane,CHIP,,execution_edge,chip_taker_small_execution_edge,CHIP/execution_edge/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-chip-chip-reduced-size-taker-execution-edge,initial,symbol_lane,CHIP,,execution_edge,chip_reduced_size_taker_execution_edge,CHIP/execution_edge/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-chip-chip-okx-exchange-catalyst-repeat-execution-gate,initial,symbol_lane,CHIP,,repeat_execution,chip_okx_exchange_catalyst_repeat_execution_gate,CHIP/repeat_execution/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-chip-chip-event-pressure-cluster,initial,symbol_lane,CHIP,,event_pressure,chip_event_pressure_cluster,CHIP/event_pressure/any_venue,paper_long,long,297.10256017,283.91449523,283.91449523,cost_adjusted_win,yes,yes,276.58,repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-43-pol-stablecoin-migration,initial,paper,POL,,stablecoin_migration,polygon_stablecoin_migration,POL/stablecoin_migration/any_venue,paper_short,short,293.46348696,281.13337854,281.13337854,cost_adjusted_win,yes,yes,206.47,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-sol-sol-volume-price-dislocation,initial,symbol_lane,SOL,,volume_price_dislocation,sol_volume_price_dislocation,SOL/volume_price_dislocation/any_venue,paper_long,long,267.53511589,259.35666157,259.35666157,cost_adjusted_win,yes,yes,680.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-sol-solana-stablecoin-migration,initial,symbol_lane,SOL,,stablecoin_migration,solana_stablecoin_migration,SOL/stablecoin_migration/any_venue,paper_long,long,267.53511589,259.35666157,259.35666157,cost_adjusted_win,yes,yes,680.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
lane-sol-sol-attention-price-context,initial,symbol_lane,SOL,,news_event,sol_attention_price_context,SOL/news_event/any_venue,paper_long,long,267.53511589,259.35666157,259.35666157,cost_adjusted_win,yes,yes,680.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
