symbol,decision,side_hint,total_score,fundamental_score,sentiment_score,sector_score,funding_score,source_count,evidence,conflict,missing_data,next_probe,research_reference
GMX,insufficient_cross_section_context,none,11.63767760,0.00000000,0.00000000,0.00000000,3.63767760,1,funding_spread=0.45470970; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00418063; capacity=1857.58910304,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep GMX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BABY,insufficient_cross_section_context,none,11.52059496,0.00000000,0.00000000,0.00000000,3.52059496,1,funding_spread=0.44007437; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00144216; capacity=10541.40419985,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BABY as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ZORA,insufficient_cross_section_context,none,11.40448640,0.00000000,0.00000000,0.00000000,3.40448640,1,funding_spread=0.42556080; long=BybitPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ZORA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KNEIRO,insufficient_cross_section_context,none,11.35758888,0.00000000,0.00000000,0.00000000,3.35758888,1,funding_spread=0.41969861; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KNEIRO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KLUNC,insufficient_cross_section_context,none,11.19180064,0.00000000,0.00000000,0.00000000,3.19180064,1,funding_spread=0.39897508; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KLUNC as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
INJ,insufficient_cross_section_context,none,11.05486080,0.00000000,0.00000000,0.00000000,3.05486080,1,funding_spread=0.38185760; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00001564; capacity=40539.98063850,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep INJ as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
IOTA,insufficient_cross_section_context,none,10.85646080,0.00000000,0.00000000,0.00000000,2.85646080,1,funding_spread=0.35705760; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00498083; capacity=743.30878646,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep IOTA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
VIRTUAL,insufficient_cross_section_context,none,10.52147840,0.00000000,0.00000000,0.00000000,2.52147840,1,funding_spread=0.31518480; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00067627; capacity=18745.61391918,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep VIRTUAL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KFLOKI,insufficient_cross_section_context,none,10.50395840,0.00000000,0.00000000,0.00000000,2.50395840,1,funding_spread=0.31299480; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KFLOKI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KSHIB,insufficient_cross_section_context,none,10.43653792,0.00000000,0.00000000,0.00000000,2.43653792,1,funding_spread=0.30456724; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KSHIB as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
NEO,insufficient_cross_section_context,none,10.29275480,0.00000000,0.00000000,0.00000000,2.29275480,1,funding_spread=0.28659435; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00389695; capacity=1224.48985128,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep NEO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CHILLGUY,insufficient_cross_section_context,none,10.26498560,0.00000000,0.00000000,0.00000000,2.26498560,1,funding_spread=0.28312320; long=BybitPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CHILLGUY as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MAV,insufficient_cross_section_context,none,10.23318680,0.00000000,0.00000000,0.00000000,2.23318680,1,funding_spread=0.27914835; long=BybitPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MAV as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
AXS,insufficient_cross_section_context,none,10.23152240,0.00000000,0.00000000,0.00000000,2.23152240,1,funding_spread=0.27894030; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00161436; capacity=1322.32192436,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep AXS as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
AI,insufficient_cross_section_context,none,10.21892000,0.00000000,0.00000000,0.00000000,2.21892000,1,okx_hl_net24=0.00055473; capacity=0.00000000,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep AI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PYTH,insufficient_cross_section_context,none,10.16184888,0.00000000,0.00000000,0.00000000,2.16184888,1,funding_spread=0.27023111; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00115916; capacity=6059.74837806,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PYTH as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ETC,insufficient_cross_section_context,none,10.12950696,0.00000000,0.00000000,0.00000000,2.12950696,1,funding_spread=0.26618837; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ETC as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SAND,insufficient_cross_section_context,none,10.11864456,0.00000000,0.00000000,0.00000000,2.11864456,1,funding_spread=0.26483057; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00113616; capacity=2259.30834690,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SAND as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
APE,insufficient_cross_section_context,none,10.05500840,0.00000000,0.00000000,0.00000000,2.05500840,1,funding_spread=0.25687605; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00219219; capacity=14855.82862490,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep APE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
TRUMP,insufficient_cross_section_context,none,10.02016816,0.00000000,0.00000000,0.00000000,2.02016816,1,funding_spread=0.25252102; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00024511; capacity=18115.49005610,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep TRUMP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
INIT,insufficient_cross_section_context,none,9.97913632,0.00000000,0.00000000,0.00000000,1.97913632,1,funding_spread=0.24739204; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00213198; capacity=1999.33116562,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep INIT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
POPCAT,insufficient_cross_section_context,none,9.92317040,0.00000000,0.00000000,0.00000000,1.92317040,1,funding_spread=0.24039630; long=BybitPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep POPCAT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
HEMI,insufficient_cross_section_context,none,9.89198480,0.00000000,0.00000000,0.00000000,1.89198480,1,funding_spread=0.23649810; long=BinPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep HEMI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CHIP,insufficient_cross_section_context,none,9.82996400,0.00000000,0.00000000,0.00000000,1.82996400,1,funding_spread=0.22874550; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00080690; capacity=5535.27652038,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CHIP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ADA,insufficient_cross_section_context,none,9.81540840,0.00000000,0.00000000,0.00000000,1.81540840,1,funding_spread=0.22692605; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00032072; capacity=106348.91061070,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ADA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
STX,insufficient_cross_section_context,none,9.74594512,0.00000000,0.00000000,0.00000000,1.74594512,1,funding_spread=0.21824314; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00198315; capacity=1893.91237597,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep STX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ICP,insufficient_cross_section_context,none,9.74574888,0.00000000,0.00000000,0.00000000,1.74574888,1,funding_spread=0.21821861; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00097217; capacity=11047.53928970,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ICP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
IMX,insufficient_cross_section_context,none,9.69295760,0.00000000,0.00000000,0.00000000,1.69295760,1,funding_spread=0.21161970; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00430531; capacity=10070.76039989,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep IMX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
W,insufficient_cross_section_context,none,9.65231120,0.00000000,0.00000000,0.00000000,1.65231120,1,funding_spread=0.20653890; long=BinPerp; short=BybitPerp || okx_hl_net24=-0.00488036; capacity=2190.21913854,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep W as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SAGA,insufficient_cross_section_context,none,9.62373960,0.00000000,0.00000000,0.00000000,1.62373960,1,funding_spread=0.20296745; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SAGA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SUSHI,insufficient_cross_section_context,none,9.51556760,0.00000000,0.00000000,0.00000000,1.51556760,1,funding_spread=0.18944595; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00297824; capacity=1744.50273651,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SUSHI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MOODENG,insufficient_cross_section_context,none,9.50182144,0.00000000,0.00000000,0.00000000,1.50182144,1,funding_spread=0.18772768; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00146413; capacity=2185.96177512,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MOODENG as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ALT,insufficient_cross_section_context,none,9.41702464,0.00000000,0.00000000,0.00000000,1.41702464,1,funding_spread=0.17712808; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ALT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
STBL,insufficient_cross_section_context,none,9.40021944,0.00000000,0.00000000,0.00000000,1.40021944,1,funding_spread=0.17502743; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep STBL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ZETA,insufficient_cross_section_context,none,9.39319040,0.00000000,0.00000000,0.00000000,1.39319040,1,funding_spread=0.17414880; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00345647; capacity=576.36745382,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ZETA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
JELLY,insufficient_cross_section_context,none,9.38828480,0.00000000,0.00000000,0.00000000,1.38828480,1,funding_spread=0.17353560; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep JELLY as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SNX,insufficient_cross_section_context,none,9.37225400,0.00000000,0.00000000,0.00000000,1.37225400,1,funding_spread=0.17153175; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00245168; capacity=3263.41150698,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SNX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
AVAX,insufficient_cross_section_context,none,9.36962600,0.00000000,0.00000000,0.00000000,1.36962600,1,funding_spread=0.17120325; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00019618; capacity=77738.38259898,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep AVAX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
XLM,insufficient_cross_section_context,none,9.35949240,0.00000000,0.00000000,0.00000000,1.35949240,1,funding_spread=0.16993655; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00059299; capacity=33357.33547190,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep XLM as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ORDI,insufficient_cross_section_context,none,9.25074576,0.00000000,0.00000000,0.00000000,1.25074576,1,funding_spread=0.15634322; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ORDI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BLUR,insufficient_cross_section_context,none,9.24281272,0.00000000,0.00000000,0.00000000,1.24281272,1,funding_spread=0.15535159; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00319812; capacity=1551.79031248,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BLUR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ETH,insufficient_cross_section_context,none,9.22517360,0.00000000,0.00000000,0.00000000,1.22517360,1,funding_spread=0.15314670; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ETH as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ATOM,insufficient_cross_section_context,none,9.21949008,0.00000000,0.00000000,0.00000000,1.21949008,1,funding_spread=0.15243626; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00244853; capacity=3161.50190367,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ATOM as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KPEPE,insufficient_cross_section_context,none,9.04191440,0.00000000,0.00000000,0.00000000,1.04191440,1,funding_spread=0.13023930; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KPEPE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CAKE,insufficient_cross_section_context,none,9.00405720,0.00000000,0.00000000,0.00000000,1.00405720,1,funding_spread=0.12550715; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CAKE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MEW,insufficient_cross_section_context,none,9.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp || okx_hl_net24=0.00003100; capacity=0.00000000,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MEW as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BERA,insufficient_cross_section_context,none,8.97691520,0.00000000,0.00000000,0.00000000,0.97691520,1,funding_spread=0.12211440; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00222100; capacity=5569.20798606,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BERA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PNUT,insufficient_cross_section_context,none,8.97516320,0.00000000,0.00000000,0.00000000,0.97516320,1,funding_spread=0.12189540; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PNUT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ZEREBRO,insufficient_cross_section_context,none,8.91927440,0.00000000,0.00000000,0.00000000,0.91927440,1,funding_spread=0.11490930; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ZEREBRO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
OP,insufficient_cross_section_context,none,8.91503808,0.00000000,0.00000000,0.00000000,0.91503808,1,funding_spread=0.11437976; long=HlPerp; short=BybitPerp || okx_hl_net24=-0.00237214; capacity=8123.82608635,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep OP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
AR,insufficient_cross_section_context,none,8.88134360,0.00000000,0.00000000,0.00000000,0.88134360,1,funding_spread=0.11016795; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00277663; capacity=9869.48285388,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep AR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BLAST,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BLAST as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BNB,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00002019; capacity=84878.95927040,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BNB as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CYBER,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CYBER as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ILV,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ILV as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
LISTA,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep LISTA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MAVIA,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MAVIA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
OGN,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep OGN as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ORBS,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ORBS as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PIXEL,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PIXEL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PROMPT,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PROMPT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SCR,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SCR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
TST,insufficient_cross_section_context,none,8.87600000,0.00000000,0.00000000,0.00000000,0.87600000,1,funding_spread=0.10950000; long=HlPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep TST as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
LTC,insufficient_cross_section_context,none,8.87476656,0.00000000,0.00000000,0.00000000,0.87476656,1,funding_spread=0.10934582; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00062108; capacity=35173.47683940,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep LTC as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KAITO,insufficient_cross_section_context,none,8.81667728,0.00000000,0.00000000,0.00000000,0.81667728,1,funding_spread=0.10208466; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00144753; capacity=1943.67074890,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KAITO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
STG,insufficient_cross_section_context,none,8.80889840,0.00000000,0.00000000,0.00000000,0.80889840,1,funding_spread=0.10111230; long=BinPerp; short=BybitPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep STG as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
WIF,insufficient_cross_section_context,none,8.80802240,0.00000000,0.00000000,0.00000000,0.80802240,1,funding_spread=0.10100280; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00165902; capacity=15932.08612540,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep WIF as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
DOT,insufficient_cross_section_context,none,8.75695160,0.00000000,0.00000000,0.00000000,0.75695160,1,funding_spread=0.09461895; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00212097; capacity=14825.40013056,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep DOT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ARB,insufficient_cross_section_context,none,8.75117000,0.00000000,0.00000000,0.00000000,0.75117000,1,funding_spread=0.09389625; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00083938; capacity=26531.22195971,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ARB as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
AVNT,insufficient_cross_section_context,none,8.73986960,0.00000000,0.00000000,0.00000000,0.73986960,1,funding_spread=0.09248370; long=BinPerp; short=BybitPerp || okx_hl_net24=-0.00271730; capacity=4607.17199582,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep AVNT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
HBAR,insufficient_cross_section_context,none,8.71516640,0.00000000,0.00000000,0.00000000,0.71516640,1,funding_spread=0.08939580; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00123902; capacity=5757.93227893,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep HBAR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
RSR,insufficient_cross_section_context,none,8.56817360,0.00000000,0.00000000,0.00000000,0.56817360,1,funding_spread=0.07102170; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00703116; capacity=297.43652199,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep RSR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KBONK,insufficient_cross_section_context,none,8.56028960,0.00000000,0.00000000,0.00000000,0.56028960,1,funding_spread=0.07003620; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KBONK as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SEI,insufficient_cross_section_context,none,8.55383176,0.00000000,0.00000000,0.00000000,0.55383176,1,funding_spread=0.06922897; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00130478; capacity=7677.56455929,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SEI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
XRP,insufficient_cross_section_context,none,8.50238952,0.00000000,0.00000000,0.00000000,0.50238952,1,funding_spread=0.06279869; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00081701; capacity=380109.34748500,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep XRP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
GALA,insufficient_cross_section_context,none,8.47847120,0.00000000,0.00000000,0.00000000,0.47847120,1,funding_spread=0.05980890; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00230515; capacity=1069.54881329,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep GALA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PAXG,insufficient_cross_section_context,none,8.43764960,0.00000000,0.00000000,0.00000000,0.43764960,1,funding_spread=0.05470620; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PAXG as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
DOGE,insufficient_cross_section_context,none,8.40550040,0.00000000,0.00000000,0.00000000,0.40550040,1,funding_spread=0.05068755; long=BinPerp; short=BybitPerp || okx_hl_net24=-0.00018039; capacity=112201.80057627,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep DOGE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
